CAST_ID,SOURCE,CARBON,VANADIUM,TITANIUM,NIOBIUM,MANGANESE,PHOSPHORUS,SULPHUR,SILICON
V75225,CC3,0.05,0.001,0.001,0.001,0.211,0.017,0.007,0.017
V75901,CC2,0.06,0.001,0.001,0.001,0.347,0.018,0.005,0.008
V75913,CC3,0.047,0.001,0.0,0.0,0.271,0.017,0.004,0.009
V75914,CC1,0.0017,0.001,0.056,0.001,0.089,0.012,0.005,0.004
V75916,CC2,0.05,0.001,0.0,0.0,0.437,0.021,0.006,0.045
V75346,CC3,0.04,0.001,0.001,0.001,0.17,0.019,0.005,0.006
V75352,CC1,0.002,0.001,0.057,0.001,0.075,0.015,0.006,0.003
V75354,CC3,0.036,0.001,0.0,0.0,0.195,0.025,0.006,0.008
V75627,CC3,0.036,0.001,0.0,0.0,0.235,0.023,0.008,0.007
V75651,CC1,0.046,0.001,0.0,0.0,0.186,0.017,0.006,0.006
V75684,CC3,0.047,0.001,0.0,0.0,0.204,0.029,0.004,0.013
V75685,CC2,0.063,0.001,0.0,0.02,0.855,0.013,0.005,0.01
V75740,CC2,0.048,0.001,0.016,0.0,0.393,0.013,0.004,0.009
V75777,CC2,0.049,0.001,0.022,0.007,0.71,0.02,0.004,0.067
V75548,CC2,0.059,0.002,0.0,0.0,0.412,0.018,0.004,0.012
V75635,CC1,0.034,0.002,0.0,0.0,0.181,0.013,0.008,0.005
V75631,CC2,0.097,0.003,0.0,0.035,0.926,0.015,0.007,0.013
V75636,CC3,0.047,0.001,0.0,0.0,0.39,0.014,0.01,0.009
V75639,CC1,0.037,0.001,0.001,0.001,0.219,0.021,0.005,0.008
V75669,CC3,0.05,0.001,0.0,0.0,0.205,0.016,0.006,0.008
V74714,CC2,0.088,0.004,0.0,0.008,1.073,0.026,0.008,0.009
V74715,CC1,0.046,0.003,0.0,0.0,0.224,0.024,0.006,0.008
V74757,CC1,0.0016,0.001,0.05,0.001,0.68,0.04,0.007,0.007
V74765,CC1,0.002,0.001,0.047,0.001,0.626,0.035,0.008,0.007
V74805,CC1,0.0017,0.001,0.054,0.001,0.075,0.013,0.005,0.004
V74815,CC1,0.0018,0.001,0.058,0.001,0.091,0.015,0.007,0.004
V75091,CC1,0.0018,0.001,0.053,0.001,0.096,0.015,0.006,0.008
V75094,CC1,0.0018,0.001,0.056,0.001,0.08,0.015,0.007,0.006
V75104,CC1,0.0032,0.001,0.057,0.001,0.086,0.013,0.006,0.005
V75240,CC1,0.0018,0.001,0.055,0.001,0.679,0.039,0.007,0.007
V75246,CC2,0.078,0.005,0.0,0.007,1.054,0.024,0.006,0.012
V75251,CC1,0.0021,0.001,0.03,0.012,0.081,0.017,0.006,0.005
V74409,CC1,0.0017,0.001,0.033,0.013,0.079,0.015,0.007,0.004
V74497,CC3,0.039,0.001,0.001,0.001,0.226,0.022,0.007,0.007
V74515,CC3,0.048,0.001,0.001,0.0,0.197,0.028,0.01,0.012
V74512,CC2,0.0873,0.002,0.032,0.043,0.966,0.017,0.007,0.013
V74516,CC1,0.002,0.001,0.056,0.014,0.534,0.029,0.009,0.008
V75811,CC3,0.04,0.001,0.0,0.0,0.197,0.015,0.004,0.009
V75810,CC1,0.0025,0.001,0.033,0.012,0.077,0.013,0.008,0.005
V75824,CC2,0.055,0.002,0.0,0.0,0.414,0.015,0.007,0.011
V75823,CC1,0.0015,0.001,0.034,0.013,0.071,0.015,0.006,0.003
V75827,CC3,0.058,0.001,0.0,0.0,0.289,0.012,0.005,0.007
V75829,CC2,0.053,0.001,0.0,0.0,0.4,0.019,0.007,0.008
V75825,CC1,0.0018,0.001,0.036,0.014,0.071,0.011,0.005,0.003
V75832,CC3,0.058,0.001,0.0,0.0,0.21,0.012,0.004,0.007
V75871,CC1,0.0017,0.001,0.054,0.001,0.066,0.015,0.006,0.003
V75890,CC3,0.056,0.001,0.0,0.0,0.2,0.026,0.005,0.007
V75940,CC1,0.0016,0.001,0.043,0.014,0.12,0.027,0.006,0.006
V75941,CC3,0.04,0.001,0.001,0.001,0.19,0.013,0.007,0.005
V75942,CC2,0.06,0.001,0.001,0.001,0.447,0.013,0.005,0.007
V75422,CC3,0.036,0.001,0.001,0.001,0.167,0.014,0.007,0.009
V75423,CC1,0.002,0.001,0.001,0.001,0.357,0.045,0.005,0.004
V75671,CC1,0.0019,0.001,0.054,0.001,0.079,0.012,0.008,0.004
V75678,CC3,0.06,0.001,0.0,0.0,0.227,0.014,0.003,0.019
V75682,CC2,0.1499,0.001,0.001,0.001,0.725,0.012,0.007,0.013
V75680,CC1,0.0019,0.001,0.059,0.001,0.086,0.015,0.007,0.003
V75698,CC3,0.037,0.001,0.001,0.001,0.215,0.015,0.006,0.007
V75697,CC1,0.002,0.001,0.056,0.001,0.077,0.011,0.007,0.005
V74570,CC2,0.059,0.001,0.001,0.02,1.452,0.024,0.005,0.01
V74579,CC3,0.055,0.001,0.001,0.001,0.229,0.02,0.007,0.006
V74600,CC1,0.0016,0.001,0.055,0.001,0.077,0.02,0.007,0.004
V74602,CC1,0.0021,0.001,0.054,0.001,0.083,0.011,0.007,0.005
V74605,CC3,0.045,0.001,0.001,0.001,0.209,0.02,0.007,0.006
V74603,CC2,0.052,0.001,0.0,0.014,1.414,0.025,0.006,0.009
V75702,CC1,0.0022,0.001,0.058,0.001,0.077,0.014,0.008,0.004
V75721,CC3,0.041,0.001,0.0,0.0,0.322,0.02,0.007,0.011
V75723,CC3,0.049,0.001,0.0,0.0,0.312,0.008,0.005,0.006
V75732,CC3,0.047,0.001,0.0,0.0,0.3,0.018,0.003,0.011
V75737,CC2,0.049,0.002,0.015,0.0,0.409,0.031,0.006,0.008
V74557,CC2,0.13,0.001,0.001,0.001,0.747,0.023,0.009,0.007
V74556,CC3,0.048,0.001,0.001,0.001,0.237,0.014,0.003,0.016
V75330,CC2,0.073,0.004,0.0,0.011,1.042,0.022,0.003,0.019
V75334,CC1,0.002,0.001,0.055,0.001,0.07,0.012,0.007,0.003
V75343,CC1,0.002,0.001,0.056,0.001,0.088,0.012,0.007,0.002
V76035,CC3,0.05,0.001,0.0,0.0,0.321,0.015,0.006,0.012
V76050,CC2,0.072,0.004,0.018,0.01,0.748,0.025,0.004,0.063
V76054,CC3,0.062,0.001,0.001,0.001,0.424,0.018,0.007,0.008
V76062,CC2,0.041,0.001,0.021,0.009,0.756,0.021,0.005,0.059
V76082,CC2,0.048,0.001,0.019,0.009,0.728,0.019,0.002,0.102
V76084,CC3,0.054,0.002,0.0,0.0,0.452,0.014,0.006,0.008
V76097,CC2,0.13,0.004,0.001,0.034,1.264,0.018,0.004,0.023
V76105,CC3,0.034,0.001,0.0,0.0,0.163,0.011,0.005,0.006
V76104,CC2,0.048,0.003,0.0,0.014,0.653,0.015,0.008,0.059
V76114,CC3,0.027,0.001,0.001,0.001,0.256,0.018,0.008,0.018
V76117,CC2,0.051,0.001,0.02,0.009,0.715,0.017,0.004,0.07
V75966,CC3,0.044,0.001,0.0,0.0,0.177,0.017,0.01,0.005
V76073,CC2,0.046,0.001,0.02,0.008,0.72,0.023,0.005,0.073
V76077,CC2,0.0461,0.001,0.019,0.006,0.775,0.024,0.007,0.069
V76130,CC2,0.14,0.001,0.001,0.001,0.831,0.024,0.007,0.021
V76127,CC3,0.052,0.001,0.001,0.001,0.198,0.009,0.005,0.007
V76131,CC3,0.044,0.001,0.0,0.0,0.216,0.018,0.005,0.007
V76136,CC3,0.046,0.001,0.0,0.0,0.234,0.013,0.008,0.007
V76141,CC3,0.032,0.001,0.0,0.0,0.2,0.009,0.005,0.005
V76143,CC2,0.051,0.004,0.02,0.01,0.754,0.016,0.005,0.071
V76152,CC2,0.046,0.001,0.015,0.01,0.711,0.021,0.006,0.073
V76160,CC2,0.053,0.004,0.018,0.009,0.75,0.013,0.005,0.065
V76162,CC3,0.03,0.001,0.001,0.0,0.192,0.014,0.015,0.013
V76167,CC2,0.12,0.003,0.001,0.0,0.756,0.017,0.007,0.019
V76166,CC3,0.05,0.001,0.0,0.0,0.173,0.011,0.012,0.007
V76167,CC2,0.12,0.003,0.0,0.0,0.763,0.017,0.007,0.012
V76433,CC3,0.05,0.001,0.001,0.001,0.38,0.015,0.011,0.009
V76474,CC3,0.044,0.001,0.0,0.0,0.168,0.016,0.007,0.008
V76471,CC2,0.047,0.001,0.0,0.0,0.215,0.014,0.005,0.006
V76772,CC2,0.053,0.001,0.0,0.0,0.209,0.018,0.007,0.008
V76778,CC3,0.048,0.001,0.0,0.0,0.192,0.011,0.01,0.014
V77491,CC3,0.049,0.003,0.0,0.0,0.23,0.017,0.005,0.006
V77492,CC1,0.053,0.001,0.001,0.0,0.191,0.021,0.008,0.008
V77500,CC1,0.062,0.001,0.0,0.0,0.19,0.008,0.001,0.009
V77563,CC1,0.0017,0.001,0.057,0.001,0.08,0.015,0.005,0.006
V74588,CC2,0.051,0.006,0.001,0.017,1.41,0.025,0.005,0.017
V74588,CC2,0.05,0.001,0.0,0.017,1.417,0.024,0.005,0.01
V74594,CC1,0.0023,0.001,0.058,0.001,0.085,0.015,0.006,0.004
V74595,CC3,0.049,0.001,0.0,0.0,0.213,0.017,0.007,0.006
V75620,CC1,0.04,0.001,0.001,0.001,0.184,0.023,0.005,0.007
V75623,CC3,0.043,0.001,0.0,0.0,0.183,0.01,0.01,0.009
V75621,CC2,0.097,0.03,0.002,0.002,0.758,0.029,0.007,0.009
V75621,CC2,0.098,0.034,0.001,0.0,0.733,0.031,0.008,0.009
V75749,CC3,0.047,0.001,0.0,0.0,0.194,0.012,0.004,0.015
V76349,CC2,0.057,0.002,0.0,0.0,0.397,0.011,0.009,0.006
V76351,CC3,0.042,0.001,0.0,0.0,0.256,0.018,0.007,0.006
V76353,CC2,0.055,0.002,0.0,0.0,0.417,0.012,0.009,0.007
V76354,CC2,0.058,0.002,0.0,0.0,0.434,0.02,0.007,0.007
V76366,CC3,0.036,0.001,0.0,0.0,0.225,0.01,0.008,0.006
V76365,CC2,0.055,0.001,0.025,0.009,0.848,0.021,0.004,0.075
V76367,CC2,0.051,0.004,0.024,0.01,0.78,0.022,0.004,0.071
V76378,CC2,0.05,0.001,0.001,0.01,0.63,0.022,0.004,0.086
V76381,CC2,0.054,0.002,0.0,0.011,0.649,0.013,0.005,0.06
V76384,CC3,0.052,0.001,0.0,0.0,0.197,0.011,0.009,0.01
V76153,CC3,0.044,0.001,0.0,0.0,0.193,0.015,0.011,0.009
V76156,CC3,0.041,0.001,0.0,0.0,0.161,0.008,0.006,0.008
V76477,CC2,0.059,0.001,0.002,0.0,0.195,0.01,0.006,0.006
V76863,CC3,0.04,0.002,0.0,0.0,0.177,0.016,0.006,0.007
V76861,CC1,0.0018,0.001,0.036,0.014,0.071,0.011,0.006,0.007
V76867,CC1,0.0018,0.001,0.058,0.001,0.081,0.014,0.009,0.005
V76274,CC2,0.13,0.001,0.001,0.001,0.735,0.027,0.008,0.011
V76273,CC3,0.049,0.001,0.001,0.001,0.193,0.017,0.007,0.006
V76275,CC3,0.052,0.001,0.001,0.001,0.203,0.011,0.008,0.004
V76271,CC2,0.08,0.001,0.025,0.027,0.82,0.022,0.005,0.014
V76276,CC3,0.043,0.001,0.001,0.001,0.201,0.011,0.003,0.009
V76303,CC3,0.051,0.001,0.0,0.0,0.19,0.015,0.011,0.005
V76310,CC3,0.046,0.001,0.001,0.0,0.456,0.03,0.004,0.072
V76312,CC3,0.059,0.002,0.001,0.0,0.565,0.031,0.002,0.067
V76316,CC3,0.056,0.003,0.001,0.0,0.543,0.035,0.003,0.078
V76318,CC3,0.047,0.002,0.001,0.0,0.476,0.032,0.002,0.08
V76319,CC2,0.055,0.001,0.001,0.001,0.36,0.019,0.005,0.017
V76401,CC3,0.035,0.001,0.001,0.001,0.184,0.023,0.008,0.007
V76404,CC2,0.054,0.002,0.001,0.011,0.648,0.018,0.006,0.107
V76403,CC3,0.034,0.001,0.001,0.001,0.174,0.025,0.01,0.007
V76413,CC2,0.049,0.002,0.0,0.01,0.653,0.028,0.007,0.081
V76417,CC2,0.059,0.001,0.0,0.0,0.429,0.016,0.006,0.011
V76419,CC3,0.052,0.002,0.0,0.0,0.395,0.015,0.007,0.008
V76424,CC2,0.057,0.002,0.0,0.0,0.576,0.016,0.006,0.008
V76421,CC3,0.059,0.002,0.0,0.0,0.419,0.023,0.004,0.017
V76425,CC2,0.056,0.002,0.0,0.0,0.42,0.02,0.011,0.008
V76435,CC3,0.046,0.001,0.001,0.001,0.375,0.027,0.006,0.01
V77399,CC3,0.045,0.002,0.0,0.0,0.196,0.019,0.005,0.013
V77401,CC3,0.037,0.001,0.0,0.0,0.182,0.018,0.008,0.004
V77407,CC3,0.043,0.001,0.0,0.0,0.188,0.02,0.005,0.006
V77409,CC3,0.038,0.001,0.0,0.0,0.182,0.015,0.012,0.005
V77406,CC2,0.036,0.001,0.0,0.0,0.188,0.014,0.004,0.005
V77408,CC1,0.0021,0.001,0.058,0.001,0.075,0.012,0.004,0.007
V77420,CC3,0.04,0.001,0.001,0.001,0.22,0.012,0.005,0.008
V77658,CC3,0.045,0.001,0.001,0.001,0.263,0.014,0.007,0.024
V77659,CC2,0.13,0.001,0.001,0.021,1.315,0.013,0.006,0.238
V76706,CC2,0.144,0.005,0.001,0.027,1.36,0.014,0.004,0.28
V76710,CC1,0.002,0.001,0.057,0.001,0.087,0.012,0.007,0.006
V76708,CC2,0.138,0.001,0.001,0.024,1.32,0.017,0.005,0.237
V76720,CC2,0.13,0.004,0.013,0.018,1.078,0.017,0.008,0.011
V77222,CC1,0.0018,0.001,0.064,0.001,0.09,0.015,0.007,0.005
V77236,CC3,0.058,0.001,0.001,0.001,0.321,0.024,0.012,0.011
V77233,CC1,0.002,0.001,0.059,0.001,0.073,0.015,0.006,0.005
V77235,CC2,0.054,0.001,0.023,0.01,0.727,0.019,0.006,0.063
V77542,CC3,0.068,0.003,0.0,0.0,0.232,0.02,0.007,0.009
V76873,CC3,0.048,0.003,0.001,0.0,0.208,0.028,0.003,0.012
V76883,CC3,0.046,0.002,0.0,0.001,0.176,0.019,0.004,0.008
V76893,CC1,0.002,0.001,0.059,0.001,0.072,0.01,0.006,0.007
V76924,CC1,0.0019,0.001,0.06,0.001,0.081,0.011,0.006,0.008
V76927,CC3,0.031,0.003,0.001,0.0,0.277,0.013,0.007,0.008
V76934,CC1,0.042,0.002,0.002,0.0,0.195,0.016,0.004,0.011
V76932,CC3,0.045,0.002,0.001,0.0,0.224,0.014,0.004,0.013
V76929,CC2,0.096,0.002,0.0,0.0,0.449,0.019,0.006,0.009
V76935,CC3,0.042,0.001,0.0,0.0,0.227,0.019,0.003,0.007
V76938,CC1,0.05,0.001,0.0,0.0,0.189,0.011,0.006,0.008
V76940,CC3,0.039,0.002,0.0,0.0,0.211,0.016,0.005,0.011
V76947,CC3,0.045,0.001,0.001,0.001,0.213,0.016,0.005,0.006
V76945,CC2,0.1,0.001,0.001,0.001,0.43,0.013,0.005,0.007
V76948,CC3,0.04,0.001,0.001,0.001,0.186,0.01,0.006,0.006
V76949,CC2,0.09,0.001,0.001,0.001,0.45,0.014,0.006,0.009
V76950,CC3,0.043,0.001,0.001,0.001,0.208,0.014,0.005,0.011
V76953,CC3,0.056,0.001,0.001,0.001,0.209,0.024,0.005,0.008
V76083,CC2,0.076,0.004,0.017,0.007,0.796,0.011,0.009,0.061
V76440,CC2,0.035,0.001,0.001,0.001,0.21,0.014,0.007,0.006
V76443,CC3,0.055,0.001,0.001,0.001,0.4,0.021,0.005,0.008
V76447,CC3,0.045,0.001,0.001,0.001,0.4,0.014,0.005,0.01
V76467,CC3,0.053,0.001,0.001,0.001,0.185,0.011,0.007,0.006
V76480,CC3,0.065,0.001,0.0,0.0,0.197,0.008,0.006,0.005
V76488,CC3,0.035,0.002,0.0,0.0,0.192,0.014,0.006,0.004
V76486,CC2,0.097,0.001,0.0,0.0,0.179,0.014,0.005,0.005
V76490,CC3,0.0335,0.001,0.001,0.001,0.177,0.012,0.006,0.009
V76500,CC3,0.05,0.001,0.001,0.001,0.15,0.014,0.004,0.014
V76504,CC3,0.055,0.001,0.001,0.001,0.165,0.016,0.005,0.01
V76499,CC3,0.044,0.002,0.0,0.0,0.189,0.014,0.003,0.011
V76509,CC2,0.069,0.002,0.0,0.0,0.335,0.018,0.005,0.012
V66695,CC1,0.057,0.001,0.0,0.0,0.204,0.026,0.003,0.017
V76495,CC1,0.057,0.001,0.0,0.0,0.204,0.025,0.003,0.017
V76543,CC3,0.049,0.001,0.001,0.001,0.2,0.01,0.004,0.008
V76556,CC3,0.0462,0.001,0.001,0.001,0.183,0.01,0.007,0.006
V76558,CC2,0.0518,0.001,0.001,0.001,0.303,0.012,0.006,0.008
V76562,CC1,0.0019,0.001,0.03,0.011,0.067,0.014,0.007,0.008
V76571,CC2,0.048,0.001,0.0,0.0,0.364,0.023,0.002,0.021
V76569,CC1,0.0028,0.001,0.032,0.017,0.103,0.011,0.006,0.005
V76574,CC2,0.062,0.001,0.0,0.0,0.308,0.012,0.005,0.007
V76581,CC3,0.05,0.001,0.0,0.0,0.207,0.011,0.008,0.007
V76577,CC1,0.0018,0.001,0.032,0.013,0.079,0.01,0.006,0.005
V76583,CC2,0.059,0.001,0.0,0.0,0.355,0.021,0.005,0.007
V76591,CC3,0.061,0.001,0.0,0.0,0.192,0.014,0.005,0.011
V77555,CC1,0.0019,0.001,0.056,0.001,0.07,0.02,0.005,0.006
V77560,CC1,0.0015,0.001,0.06,0.001,0.075,0.012,0.006,0.005
V77562,CC3,0.04,0.001,0.001,0.001,0.2,0.013,0.005,0.007
V77566,CC1,0.002,0.001,0.053,0.001,0.64,0.04,0.005,0.008
V77747,CC1,0.036,0.001,0.0,0.0,0.2,0.02,0.005,0.003
V77743,CC3,0.057,0.003,0.0,0.0,0.316,0.012,0.006,0.006
V77952,CC1,0.0019,0.001,0.056,0.001,0.073,0.01,0.006,0.004
V77985,CC3,0.058,0.002,0.0,0.0,0.453,0.012,0.003,0.012
V77134,CC2,0.105,0.003,0.0,0.0,1.03,0.019,0.003,0.052
V77137,CC1,0.0019,0.001,0.06,0.001,0.079,0.014,0.006,0.007
V77567,CC3,0.0567,0.001,0.001,0.001,0.19,0.014,0.005,0.008
V77726,CC1,0.05,0.001,0.001,0.001,0.329,0.025,0.022,0.01
V77724,CC2,0.093,0.036,0.001,0.001,0.659,0.02,0.008,0.01
V77725,CC3,0.047,0.001,0.001,0.001,0.213,0.021,0.008,0.009
V77812,CC1,0.002,0.001,0.056,0.001,0.08,0.012,0.006,0.005
V77890,CC2,0.046,0.001,0.015,0.001,0.384,0.024,0.005,0.009
V77949,CC1,0.0023,0.001,0.057,0.001,0.079,0.009,0.006,0.004
V77947,CC2,0.14,0.001,0.0,0.0,0.787,0.014,0.008,0.05
V77955,CC3,0.053,0.001,0.001,0.001,0.202,0.014,0.004,0.008
V77964,CC2,0.13,0.001,0.001,0.001,0.585,0.014,0.005,0.268
V77979,CC2,0.11,0.002,0.0,0.0,0.578,0.011,0.006,0.207
V77980,CC3,0.066,0.002,0.002,0.0,0.481,0.022,0.003,0.105
V77978,CC1,0.002,0.001,0.049,0.001,0.069,0.008,0.006,0.006
V76951,CC2,0.1,0.001,0.001,0.001,0.435,0.018,0.006,0.007
V76952,CC3,0.053,0.001,0.001,0.001,0.21,0.018,0.007,0.006
V76955,CC3,0.047,0.0001,0.001,0.001,0.187,0.01,0.009,0.002
V76959,CC1,0.0017,0.001,0.035,0.012,0.065,0.013,0.007,0.006
V76958,CC3,0.046,0.001,0.001,0.0,0.163,0.039,0.003,0.009
V76961,CC3,0.049,0.001,0.001,0.001,0.213,0.022,0.005,0.006
V76977,CC3,0.045,0.001,0.0,0.001,0.19,0.015,0.004,0.007
V76980,CC1,0.0017,0.001,0.034,0.014,0.071,0.012,0.007,0.005
V76986,CC3,0.054,0.002,0.0,0.0,0.247,0.011,0.007,0.013
V76982,CC2,0.067,0.002,0.0,0.0,0.484,0.015,0.008,0.01
V76989,CC2,0.054,0.001,0.0,0.0,0.443,0.015,0.005,0.007
V76998,CC3,0.0542,0.001,0.001,0.001,0.47,0.029,0.004,0.078
V77000,CC2,0.055,0.001,0.001,0.001,0.44,0.015,0.007,0.01
V76999,CC1,0.0018,0.001,0.056,0.001,0.08,0.014,0.005,0.006
V77001,CC3,0.0516,0.001,0.001,0.001,0.415,0.016,0.006,0.014
V77002,CC1,0.0017,0.001,0.058,0.001,0.097,0.014,0.005,0.005
V77007,CC3,0.045,0.001,0.001,0.001,0.21,0.022,0.005,0.014
V77012,CC2,0.057,0.001,0.001,0.001,0.417,0.009,0.008,0.008
V77013,CC3,0.0647,0.001,0.001,0.001,0.202,0.01,0.005,0.009
V76596,CC1,0.002,0.001,0.045,0.014,0.151,0.029,0.008,0.006
V76598,CC1,0.002,0.001,0.044,0.014,0.139,0.031,0.006,0.006
V76605,CC1,0.06,0.001,0.001,0.0,0.218,0.015,0.011,0.009
V76602,CC2,0.063,0.001,0.0,0.0,0.342,0.019,0.007,0.01
V76616,CC2,0.052,0.001,0.0,0.0,0.25,0.012,0.007,0.009
V76611,CC1,0.052,0.001,0.0,0.0,0.2,0.017,0.003,0.009
V76617,CC3,0.04,0.001,0.0,0.0,0.202,0.018,0.005,0.004
V76770,CC2,0.059,0.002,0.0,0.0,0.419,0.013,0.008,0.007
V76785,CC2,0.76,0.001,0.001,0.001,0.684,0.017,0.004,0.266
V76788,CC1,0.0017,0.001,0.06,0.001,0.089,0.017,0.007,0.007
V76789,CC3,0.057,0.001,0.001,0.001,0.211,0.019,0.004,0.011
V76790,CC2,0.76,0.001,0.001,0.001,0.685,0.02,0.004,0.267
V76819,CC1,0.0017,0.001,0.055,0.001,0.074,0.011,0.006,0.005
V76825,CC1,0.0019,0.001,0.059,0.001,0.074,0.012,0.005,0.006
V76831,CC1,0.0017,0.001,0.059,0.001,0.071,0.011,0.006,0.004
V76832,CC3,0.051,0.001,0.001,0.0,0.2,0.02,0.004,0.02
V76843,CC1,0.0018,0.001,0.055,0.001,0.082,0.014,0.006,0.005
V76841,CC3,0.044,0.001,0.001,0.001,0.195,0.017,0.007,0.008
V76842,CC3,0.042,0.001,0.001,0.001,0.162,0.013,0.005,0.016
V76850,CC1,0.0017,0.001,0.035,0.012,0.076,0.013,0.006,0.006
V76862,CC3,0.052,0.001,0.001,0.001,0.196,0.013,0.006,0.008
V76868,CC3,0.054,0.003,0.0,0.0,0.18,0.014,0.005,0.007
V77016,CC1,0.0015,0.001,0.063,0.001,0.071,0.013,0.005,0.005
V77017,CC2,0.0599,0.001,0.001,0.001,0.414,0.012,0.005,0.01
V77020,CC1,0.0014,0.001,0.061,0.001,0.089,0.009,0.005,0.003
V77025,CC2,0.034,0.001,0.001,0.001,0.255,0.02,0.007,0.007
V78686,CC1,0.047,0.001,0.001,0.001,0.231,0.013,0.006,0.009
V78685,CC3,0.04,0.001,0.001,0.001,0.201,0.013,0.007,0.008
V78706,CC3,0.035,0.001,0.0,0.0,0.183,0.016,0.004,0.005
V78860,CC3,0.059,0.001,0.0,0.0,0.182,0.013,0.007,0.01
V78878,CC3,0.07,0.001,0.0,0.001,0.224,0.012,0.007,0.006
V78898,CC3,0.05,0.001,0.0,0.0,0.2,0.017,0.006,0.02
V78913,CC3,0.033,0.001,0.0,0.0,0.174,0.026,0.01,0.005
V78907,CC1,0.047,0.002,0.0,0.0,0.204,0.015,0.003,0.014
V78964,CC1,0.0018,0.001,0.001,0.001,0.316,0.029,0.006,0.007
V79934,CC3,0.055,0.001,0.0,0.0,0.204,0.02,0.008,0.011
V80702,CC1,0.0017,0.001,0.054,0.001,0.083,0.015,0.005,0.005
V74574,CC3,0.044,0.001,0.001,0.001,0.23,0.027,0.008,0.009
V74576,CC1,0.0019,0.001,0.06,0.001,0.078,0.016,0.007,0.006
V74575,CC2,0.041,0.001,0.001,0.017,1.475,0.03,0.005,0.01
V74578,CC2,0.051,0.007,0.001,0.02,1.414,0.024,0.004,0.009
V74580,CC1,0.0024,0.001,0.057,0.001,0.076,0.012,0.008,0.006
V74582,CC3,0.049,0.001,0.0,0.0,0.176,0.014,0.004,0.006
V74654,CC2,0.1,0.001,0.001,0.001,1.075,0.017,0.006,0.079
V74653,CC3,0.0546,0.001,0.001,0.001,0.18,0.028,0.008,0.008
V74664,CC3,0.047,0.001,0.001,0.001,0.201,0.015,0.008,0.007
V74667,CC3,0.0391,0.001,0.001,0.001,0.259,0.019,0.008,0.01
V77098,CC1,0.0018,0.001,0.06,0.001,0.079,0.02,0.006,0.009
V77774,CC1,0.047,0.001,0.001,0.001,0.34,0.018,0.005,0.009
V77770,CC2,0.083,0.006,0.001,0.008,1.05,0.024,0.005,0.011
V77771,CC3,0.06,0.001,0.001,0.001,0.35,0.013,0.006,0.009
V79045,CC1,0.0017,0.001,0.044,0.012,0.136,0.024,0.007,0.005
V79073,CC2,0.15,0.005,0.001,0.024,1.367,0.018,0.006,0.202
V79247,CC2,0.115,0.003,0.0,0.0,1.001,0.02,0.007,0.05
V79248,CC3,0.046,0.001,0.0,0.0,0.224,0.019,0.005,0.011
V80006,CC1,0.002,0.001,0.052,0.001,0.636,0.043,0.01,0.008
V80011,CC3,0.04,0.001,0.0,0.0,0.173,0.01,0.007,0.009
V80010,CC1,0.002,0.001,0.048,0.001,0.617,0.041,0.009,0.007
V80012,CC3,0.043,0.001,0.0,0.0,0.187,0.015,0.008,0.007
V80014,CC2,0.041,0.001,0.0,0.0,0.195,0.014,0.006,0.01
V78392,CC2,0.053,0.001,0.018,0.046,0.525,0.014,0.003,0.029
V78496,CC2,0.062,0.004,0.02,0.01,0.733,0.018,0.002,0.092
V78514,CC1,0.0016,0.001,0.055,0.001,0.095,0.015,0.007,0.005
V78535,CC2,0.046,0.002,0.012,0.0,0.414,0.012,0.008,0.021
V78648,CC1,0.0015,0.001,0.056,0.001,0.085,0.011,0.004,0.004
V78990,CC2,0.11,0.002,0.0,0.0,0.416,0.019,0.006,0.01
V78995,CC3,0.06,0.002,0.0,0.0,0.461,0.03,0.007,0.008
V78998,CC1,0.06,0.001,0.0,0.0,0.209,0.017,0.006,0.009
V79022,CC1,0.0016,0.001,0.001,0.001,0.343,0.047,0.007,0.004
V79026,CC1,0.002,0.001,0.039,0.012,0.122,0.027,0.008,0.005
V79027,CC2,0.059,0.001,0.001,0.001,0.44,0.02,0.008,0.011
V79044,CC2,0.046,0.002,0.0,0.001,0.435,0.027,0.005,0.008
V79101,CC3,0.05,0.004,0.023,0.009,0.746,0.017,0.002,0.108
V79099,CC2,0.135,0.004,0.011,0.019,1.062,0.018,0.008,0.025
V79146,CC1,0.045,0.001,0.0,0.0,0.23,0.022,0.014,0.008
V79155,CC3,0.07,0.001,0.012,0.03,1.263,0.023,0.008,0.009
V79169,CC1,0.0015,0.001,0.057,0.001,0.08,0.012,0.01,0.005
V79159,CC2,0.057,0.002,0.0,0.0,0.438,0.011,0.007,0.006
V78137,CC3,0.045,0.001,0.0,0.0,0.325,0.025,0.008,0.007
V78158,CC2,0.061,0.001,0.005,0.022,0.894,0.016,0.003,0.073
V78167,CC3,0.05,0.001,0.0,0.0,0.191,0.015,0.007,0.009
V78200,CC2,0.044,0.001,0.0,0.0,0.173,0.018,0.004,0.007
V78216,CC3,0.045,0.001,0.0,0.0,0.218,0.011,0.008,0.004
V78219,CC2,0.036,0.001,0.0,0.0,0.168,0.016,0.008,0.007
V78223,CC3,0.041,0.001,0.0,0.0,0.176,0.015,0.007,0.006
V78323,CC3,0.05,0.001,0.001,0.001,0.41,0.02,0.007,0.011
V78332,CC2,0.069,0.005,0.019,0.032,1.294,0.018,0.006,0.012
V78333,CC3,0.057,0.002,0.0,0.0,0.422,0.014,0.006,0.01
